BUS_jl,EBUS,FOREST_OF_TREES,PROPOSAL_ARRAY,BUS
51.15982000000001,55.33388,90.184,62.242000,298.075500
56.363838000000015,55.134666,110.7949,64.802350,359.451550
80.8605606,77.470011,97.79263,72.375175,445.426505
192.81373440000002,160.1277058,238.859996,277.008821,624.644584
334.15143620000003,311.44166668,360.8218463,315.840082,776.646239
