BUS_jl,EBUS,FOREST_OF_TREES,PROPOSAL_ARRAY,BUS
35.05444444444445,35.727777777777774,70.14222222222222,148.707778,229.376111
37.95411111111111,38.10666666666667,71.26011111111112,154.124833,289.979833
56.66747222222223,54.03557222222223,80.18854444444445,173.479667,366.806878
122.87435333333333,99.83360666666667,184.79423222222223,476.564689,549.640521
272.1838001111111,236.14326411111114,282.92450744444443,568.702886,702.511718
